content_hash_id,cluster,cluster_name,value_proxy,growth_probability,ever_optimized,reason_code,priority_score
content_08375d2aad272252,1,Long-form Neglected,0.0,0.5620588224410451,0,never optimized,0.44166138906480895
content_e4093806c1aadd0d,0,Actively Maintained,0.0,0.441929633744451,1,bottom-quartile predicted growth,0.4416522911051213
content_9a38dcfd6cea244a,0,Actively Maintained,0.0,0.441929633744451,1,bottom-quartile predicted growth,0.4416522911051213
content_d1eb88682e71b3af,1,Long-form Neglected,0.0,0.562070293244095,0,never optimized,0.44164123822135226
content_7beca0dc0d22732e,1,Long-form Neglected,0.0,0.562070293244095,0,never optimized,0.44164123822135226
content_35a05edd7b49fed4,1,Long-form Neglected,0.0,0.562070293244095,0,never optimized,0.44164123822135226
content_2a75b9cfd2b200c9,1,Long-form Neglected,0.0,0.562070293244095,0,never optimized,0.44164123822135226
content_25d57ac198ee7936,1,Long-form Neglected,0.0,0.562070293244095,0,never optimized,0.44164123822135226
content_a7bcaaa5bfc59262,1,Long-form Neglected,0.0,0.562070293244095,0,never optimized,0.44164123822135226
content_119365522ec98354,2,Fresh & Well-Linked,0.0,0.4557298392424181,0,never optimized,0.4416380521304823
content_8556b9438be2433e,0,Actively Maintained,0.0,0.4419312567472868,1,bottom-quartile predicted growth,0.4416320754716981
content_3c4604fad94ac703,0,Actively Maintained,0.0,0.4419349109747836,1,bottom-quartile predicted growth,0.4416239892183288
content_efe2c53079acce55,1,Long-form Neglected,0.0,0.5620933650862076,0,never optimized,0.44160957261020595
content_e154b9b84aa3051d,1,Long-form Neglected,0.0,0.5620933650862076,0,never optimized,0.44160957261020595
content_fb118ccd0cad5e09,1,Long-form Neglected,0.0,0.5620933650862076,0,never optimized,0.44160957261020595
content_e21d87500f321932,1,Long-form Neglected,0.0,0.5621088938367368,0,never optimized,0.4415980578425164
content_772be53b88f8faa2,1,Long-form Neglected,0.0,0.5621100478677336,0,never optimized,0.4415923004586716
content_8c684264cc6d2217,1,Long-form Neglected,0.0,0.5621118058080096,0,never optimized,0.4415865430748268
content_fcdd0354f953bef3,0,Actively Maintained,0.0,0.44195242260088574,1,bottom-quartile predicted growth,0.44158355795148246
content_82afec227be14a54,1,Long-form Neglected,0.0,0.5621216896623745,0,never optimized,0.441580785690982
content_e9a918c9cd9c2291,0,Actively Maintained,0.0,0.44195593276665945,1,bottom-quartile predicted growth,0.44156738544474394
content_464d06a4eca99f9a,1,Long-form Neglected,0.0,0.5621405447895189,0,never optimized,0.44156351353944767
content_0a5c311dffdbf771,0,Actively Maintained,0.0,0.44196223651540456,1,bottom-quartile predicted growth,0.4415592991913746
content_32d9a959d9abec05,1,Long-form Neglected,0.0,0.5621602294179411,0,never optimized,0.4415577561556029
content_9ee84b01e64201cd,1,Long-form Neglected,0.0,0.5621646623639992,0,never optimized,0.4415433626959909
content_5d3283a4e514a2c2,1,Long-form Neglected,0.0,0.5621646623639992,0,never optimized,0.4415433626959909
content_6a638e28e4424e84,1,Long-form Neglected,0.0,0.5621646623639992,0,never optimized,0.4415433626959909
content_2c1433ef2e5fb1dd,1,Long-form Neglected,0.0,0.5621646623639992,0,never optimized,0.4415433626959909
content_fb7090ea138f3e9d,0,Actively Maintained,0.0,0.4419750732555234,1,bottom-quartile predicted growth,0.44153504043126685
